authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.34,0.4,1.0,0.36,0.20037,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,46,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.4,0.4,1.0,0.196875,0.114484,1.0,1.18,20,1.0,0.88,,SIGINT,Kinetic,20,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,46,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.3,0.4,1.0,0.21,0.113393,1.0,1.18,15,1.0,0.88,,NA,Kinetic,15,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,46,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.4,0.169467,1.0,1.18,1,1.0,0.88,,NA,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NAVWAR,AF_BA2_001,15,Air Force,Agency,feasibility,46,4
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.8,0.4,1.0,0.32,0.239247,1.0,1.18,40,1.0,0.88,,ISR,Kinetic,40,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,46,2
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.02,0.4,1.0,0.223125,0.094531,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,Agency,functional_test,46,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.64,0.4,1.0,0.2625,0.178812,1.0,1.18,32,1.0,0.88,,ISR,NonKinetic,32,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,46,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.4,0.220518,1.0,1.18,23,1.0,0.8,,ISR,NonKinetic,23,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,46,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.02,0.4,1.0,0.23625,0.090992,1.0,1.18,1,1.0,0.8,,MultiINT,NonKinetic,1,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,vulnerability_test,46,5
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.2625,0.142733,1.0,1.18,22,1.0,0.8,,ISR,Kinetic,22,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,46,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.76,0.4,1.0,0.36,0.263172,1.0,1.18,38,1.0,0.88,,CBRNE,NonKinetic,38,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,46,3
Title10;Title50,,Biotechnology,0.0,0.75,POM,funding,,,1.0,,,1.02,0.4,1.0,0.23625,0.100091,1.0,1.18,1,1.0,0.88,,CBRNE,Kinetic,1,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,functional_test,46,5
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.42,0.4,1.0,0.36,0.212332,1.0,1.18,21,1.0,0.88,,Medical,Kinetic,21,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,46,5
Title10,,Medical,0.0,0.75,UFR,funding,,,1.0,,,1.14,0.4,1.0,0.18375,0.087008,1.0,1.18,7,1.0,0.88,,Medical,Kinetic,7,,,,unfavorable,,,,GovContractor,fail,LM,AFLCMC,DHA_BA4_001,27,DHA,Service HQ,functional_test,46,3
Title10,GovContractor,AI_ML,,,ProgramBase,test,0.0,,1.0,,1.0,1.3,0.4,,0.65,0.338,,,15,1.0,,,NA,Kinetic,15,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,46,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.9,0.4,1.0,0.32,0.229581,1.0,1.18,45,1.0,0.8,,MultiINT,Kinetic,45,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,46,2
Title10,Commercial,Air_Dominance,,,POM,contracting,0.0,,1.0,,1.0,1.44,0.4,,0.6,0.3456,,,22,1.0,,,ISR,Kinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,46,4
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.14,0.4,1.0,0.23625,0.111867,1.0,1.18,7,1.0,0.88,,ISR,Kinetic,7,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,46,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.3,0.4,1.0,0.23625,0.127567,1.0,1.18,15,1.0,0.88,,SIGINT,Kinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,46,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.84,0.4,1.0,0.2625,0.200619,1.0,1.18,42,1.0,0.88,,NA,Kinetic,42,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,46,2
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.22,0.4,1.0,0.36,0.182426,1.0,1.18,11,1.0,0.88,,NA,NonKinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,46,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.2625,0.159187,1.0,1.18,23,1.0,0.88,,ISR,NonKinetic,23,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,46,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.38,0.4,1.0,0.196875,0.112848,1.0,1.18,19,1.0,0.88,,ISR,Kinetic,19,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,46,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.5,0.4,1.0,0.3,0.186912,1.0,1.18,25,1.0,0.88,,NA,NonKinetic,25,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,46,2
Title10,Commercial,Sensors,,,Partner_CoDev,contracting,0.0,,1.0,,1.0,1.9,0.4,,0.6,0.456,,,45,1.0,,,ISR,NonKinetic,45,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,46,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.18,0.4,1.0,0.32,0.15684,1.0,1.18,9,1.0,0.88,,NA,Kinetic,9,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,prototype_demo,47,5
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.24,0.4,1.0,0.4,0.206019,1.0,1.18,12,1.0,0.88,,ISR,NonKinetic,12,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,47,3
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,prototype_demo,47,4
Title10,GovContractor,Strike,,,Partner,contracting,0.0,,1.0,,1.0,1.58,0.4,,0.65,0.4108,,,29,1.0,,,ISR,NonKinetic,29,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,47,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.16,0.4,1.0,0.223125,0.107506,1.0,1.18,8,1.0,0.88,,ISR,NonKinetic,8,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,functional_test,47,5
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.62,0.4,1.0,0.4,0.269153,1.0,1.18,31,1.0,0.88,,NA,NonKinetic,31,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,47,3
Title10,,Land_Warfare,0.0,0.75,ProgramBase,funding,,,1.0,,,1.12,0.4,1.0,0.2625,0.122116,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,functional_test,47,5
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.76,0.4,1.0,0.2625,0.191896,1.0,1.18,38,1.0,0.88,,ISR,NonKinetic,38,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,47,4
Title10,,C2_JADC2,,,ProgramBase,test,0.0,1.0,1.0,0.8,,1.36,0.4,1.0,0.5,0.2176,1.0,,18,1.0,,1.0,ISR,NonKinetic,18,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,47,3
Title10,Commercial,Maritime_Warfare,,,External,contracting,0.0,,1.0,,1.0,1.82,0.4,,0.6,0.4368,,,41,1.0,,,NA,Kinetic,41,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,47,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.36,0.4,1.0,0.36,0.20336,1.0,1.18,18,1.0,0.88,,ISR,NonKinetic,18,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,47,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.42,0.4,1.0,0.196875,0.116119,1.0,1.18,21,1.0,0.88,,SIGINT,Kinetic,21,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,47,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.32,0.4,1.0,0.21,0.115138,1.0,1.18,16,1.0,0.88,,NA,Kinetic,16,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,47,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.04,0.4,1.0,0.4,0.17279,1.0,1.18,2,1.0,0.88,,NA,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NAVWAR,AF_BA2_001,15,Air Force,Agency,feasibility,47,4
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.82,0.4,1.0,0.32,0.241906,1.0,1.18,41,1.0,0.88,,ISR,Kinetic,41,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,47,2
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.04,0.4,1.0,0.223125,0.096384,1.0,1.18,2,1.0,0.88,,ISR,NonKinetic,2,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,Agency,functional_test,47,2
Title10,,C2_JADC2,,,ProgramBase,test,0.0,1.0,1.0,0.8,,1.66,0.4,1.0,0.58,0.308096,1.0,,33,1.0,,1.0,ISR,NonKinetic,33,,,,favorable,favorable,,,GovLab,pass,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,47,3
MFP11,GovContractor,Strike,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.48,0.4,,0.65,0.3848,,,24,1.0,,,ISR,NonKinetic,24,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,47,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.04,0.4,1.0,0.23625,0.092776,1.0,1.18,2,1.0,0.8,,MultiINT,NonKinetic,2,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,vulnerability_test,47,5
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.46,0.4,1.0,0.2625,0.144715,1.0,1.18,23,1.0,0.8,,ISR,Kinetic,23,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,47,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.78,0.4,1.0,0.36,0.266163,1.0,1.18,39,1.0,0.88,,CBRNE,NonKinetic,39,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,47,3
Title10;Title50,GovContractor,Biotechnology,,,POM,contracting,0.0,,1.0,,1.0,1.04,0.4,,0.65,0.2704,,,2,1.0,,,CBRNE,Kinetic,2,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,functional_test,47,5
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.44,0.4,1.0,0.36,0.215323,1.0,1.18,22,1.0,0.88,,Medical,Kinetic,22,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,47,5
Title10,,Medical,0.0,0.75,UFR,funding,,,1.0,,,1.16,0.4,1.0,0.18375,0.088534,1.0,1.18,8,1.0,0.88,,Medical,Kinetic,8,,,,unfavorable,,,,GovContractor,fail,LM,AFLCMC,DHA_BA4_001,27,DHA,Service HQ,functional_test,47,3
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.32,0.4,1.0,0.4,0.21931,1.0,1.18,16,1.0,0.88,,NA,Kinetic,16,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,47,2
MIP,,ISR,,,External,test,0.0,1.0,1.0,0.725,,1.92,0.4,1.0,0.6,0.33408,1.0,,46,1.0,,1.0,MultiINT,Kinetic,46,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,pass,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,47,3
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.46,0.4,1.0,0.23625,0.143268,1.0,1.18,23,1.0,0.88,,ISR,Kinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,47,4
Title10,GovLab,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.16,0.4,,0.6,0.2784,,,8,1.0,,,ISR,Kinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,47,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.32,0.4,1.0,0.23625,0.12953,1.0,1.18,16,1.0,0.88,,SIGINT,Kinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,47,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.86,0.4,1.0,0.2625,0.2028,1.0,1.18,43,1.0,0.88,,NA,Kinetic,43,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,47,2
Title10,GovLab,Foundational_Science,,,POM,contracting,0.0,,1.0,,1.0,1.24,0.4,,0.6,0.2976,,,12,1.0,,,NA,NonKinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,47,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.48,0.4,1.0,0.2625,0.161367,1.0,1.18,24,1.0,0.88,,ISR,NonKinetic,24,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,47,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.4,0.4,1.0,0.196875,0.114484,1.0,1.18,20,1.0,0.88,,ISR,Kinetic,20,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,47,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.52,0.4,1.0,0.3,0.189404,1.0,1.18,26,1.0,0.88,,NA,NonKinetic,26,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,47,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.92,0.4,1.0,0.34,0.271147,1.0,1.18,46,1.0,0.88,,ISR,NonKinetic,46,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,47,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.2,0.4,1.0,0.32,0.159498,1.0,1.18,10,1.0,0.88,,NA,Kinetic,10,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,prototype_demo,48,5
Title10,,C2_JADC2,,,ProgramBase,test,0.0,1.0,1.0,0.75,,1.26,0.4,1.0,0.68,0.25704,1.0,,13,1.0,,1.0,ISR,NonKinetic,13,,,,favorable,favorable,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,48,3
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,NA,NonKinetic,3,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,prototype_demo,48,4
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.6,0.4,1.0,0.196875,0.130838,1.0,1.18,30,1.0,0.88,,ISR,NonKinetic,30,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,48,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.18,0.4,1.0,0.223125,0.109359,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,functional_test,48,5
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.64,0.4,1.0,0.4,0.272476,1.0,1.18,32,1.0,0.88,,NA,NonKinetic,32,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,48,3
Title10,,Land_Warfare,0.0,0.75,ProgramBase,funding,,,1.0,,,1.14,0.4,1.0,0.2625,0.124296,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,functional_test,48,5
Title10,,Air_Dominance,,,ProgramBase,test,0.0,1.0,1.0,0.775,,1.78,0.4,1.0,0.63,0.347634,1.0,,39,1.0,,1.0,ISR,NonKinetic,39,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,48,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.38,0.4,1.0,0.2625,0.150464,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,48,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.84,0.4,1.0,0.32,0.244564,1.0,1.18,42,1.0,0.88,,NA,Kinetic,42,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,48,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.38,0.4,1.0,0.36,0.206351,1.0,1.18,19,1.0,0.88,,ISR,NonKinetic,19,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,48,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.44,0.4,1.0,0.196875,0.117755,1.0,1.18,22,1.0,0.88,,SIGINT,Kinetic,22,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,48,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.34,0.4,1.0,0.21,0.116882,1.0,1.18,17,1.0,0.88,,NA,Kinetic,17,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,48,3
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.4,0.176113,1.0,1.18,3,1.0,0.88,,NA,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NAVWAR,AF_BA2_001,15,Air Force,Agency,feasibility,48,4
Title10,,Autonomy_UxS,,,External,test,0.0,1.0,1.0,0.725,,1.84,0.4,1.0,0.6,0.32016,1.0,,42,1.0,,1.0,ISR,Kinetic,42,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,pass,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,48,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.06,0.4,1.0,0.223125,0.098238,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,Agency,functional_test,48,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.02,0.4,1.0,0.2625,0.111213,1.0,1.18,1,1.0,0.88,,ISR,NonKinetic,1,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,operational_test,48,3
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.5,0.4,1.0,0.4,0.22656,1.0,1.18,25,1.0,0.8,,ISR,NonKinetic,25,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,48,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.09456,1.0,1.18,3,1.0,0.8,,MultiINT,NonKinetic,3,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,vulnerability_test,48,5
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.48,0.4,1.0,0.2625,0.146698,1.0,1.18,24,1.0,0.8,,ISR,Kinetic,24,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,48,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.8,0.4,1.0,0.36,0.269153,1.0,1.18,40,1.0,0.88,,CBRNE,NonKinetic,40,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,48,3
Title10;Title50,,Biotechnology,0.0,0.75,POM,funding,,,1.0,,,1.06,0.4,1.0,0.23625,0.104017,1.0,1.18,3,1.0,0.88,,CBRNE,Kinetic,3,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,functional_test,48,5
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.46,0.4,1.0,0.36,0.218313,1.0,1.18,23,1.0,0.88,,Medical,Kinetic,23,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,48,5
Title10,,Medical,0.0,0.75,UFR,funding,,,1.0,,,1.18,0.4,1.0,0.18375,0.09006,1.0,1.18,9,1.0,0.88,,Medical,Kinetic,9,,,,unfavorable,,,,GovContractor,fail,LM,AFLCMC,DHA_BA4_001,27,DHA,Service HQ,functional_test,48,3
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.4,0.222633,1.0,1.18,17,1.0,0.88,,NA,Kinetic,17,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,48,2
MIP,,ISR,0.0,0.75,External,funding,,,1.0,,,1.02,0.4,1.0,0.21,0.080882,1.0,1.18,1,1.0,0.8,,MultiINT,Kinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,functional_test,48,3
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.48,0.4,1.0,0.23625,0.145231,1.0,1.18,24,1.0,0.88,,ISR,Kinetic,24,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,48,4
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.18,0.4,1.0,0.23625,0.115792,1.0,1.18,9,1.0,0.88,,ISR,Kinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,48,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.34,0.4,1.0,0.23625,0.131493,1.0,1.18,17,1.0,0.88,,SIGINT,Kinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,48,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.88,0.4,1.0,0.2625,0.20498,1.0,1.18,44,1.0,0.88,,NA,Kinetic,44,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,48,2
